,proteins
6778,U119B_DANRE
6779,G3OX4_ARATH
6780,RGS11_HUMAN
6781,AAC2_MYCTU
6782,COL12_ARATH
6783,PDE4A_MOUSE
6784,MTHR2_ARATH
6785,UPP1_MOUSE
6786,XPP1_HUMAN
6787,CND2_ARATH
6788,MS18A_MOUSE
6789,PAND_MYCTU
6790,MK10_MOUSE
6791,MOBP_HUMAN
6792,TRM82_YEAST
6793,RGS3_RAT
6794,GH39_ARATH
6795,AMPO_HUMAN
6796,BOREA_MOUSE
6797,RRP1_DROME
6798,RHCG_CANLF
6799,MILK2_HUMAN
6800,SEUSS_ARATH
6801,MAEA_HUMAN
6802,GCT21_ARATH
6803,CO6_HUMAN
6804,LCAT_MOUSE
6805,PML1_YEAST
6806,TMA46_YEAST
6807,PATZ1_HUMAN
6808,AT5EL_HUMAN
6809,TRM9_SCHPO
6810,PS3_PSEPD
6811,KAPC_DICDI
6812,NATA1_ARATH
6813,INO1_YEAST
6814,RFC4_YEAST
6815,PSBE_ORYSA
6816,TM38A_MOUSE
6817,PSBE_ORYSJ
6818,PSBE_ORYSI
6819,ATPB_ECOLI
6820,KS6A4_HUMAN
6821,CEP63_CHICK
6822,TESK2_RAT
6823,ELO2_YEAST
6824,ILVB1_MYCTU
6825,SODM4_MAIZE
6826,PLDD1_ARATH
6827,S29A2_MOUSE
6828,U73B4_ARATH
6829,MBD11_ARATH
6830,FOXS1_MOUSE
6831,MSRA2_ARATH
6832,RHCL2_DANRE
6833,MYXC2_CRODM
6834,H2A1H_HUMAN
6835,PITX3_RAT
6836,DYL1_MOUSE
6837,ORCO_AEDAE
6838,FETUA_MOUSE
6839,DUS5_RAT
6840,KSHB_MYCTU
6841,ENPP3_HUMAN
6842,AGRE4_HUMAN
6843,HEN2_HUMAN
6844,RAB21_HUMAN
6845,MTR1A_HUMAN
6846,DRGX_MOUSE
6847,STKLN_ARATH
6848,PCSK7_MOUSE
6849,SLN14_RABIT
6850,RDL4_ARATH
6851,VSX1_HUMAN
6852,TBA3_DROME
6853,CISY3_YEAST
6854,ATPA_MOUSE
6855,OR4Q2_HUMAN
6856,ADF12_ARATH
6857,KCND2_MOUSE
6858,ZNT8_HUMAN
6859,PGK_CANAL
6860,SC11C_HUMAN
6861,CAIE_ECOLI
6862,PEBB_HUMAN
6863,RLXN_LITCT
6864,RAD23_DICDI
6865,YJHG_ECOLI
6866,ROA2_HUMAN
6867,TBB_YEAST
6868,NDUB7_HUMAN
6869,BAD_MOUSE
6870,ERG5_YEAST
6871,TECT1_HUMAN
6872,C81F1_ARATH
6873,PRP17_YEAST
6874,NU6M_RAT
6875,IL18R_MOUSE
6876,CYTB_PAROL
6877,ANXA1_HUMAN
6878,NCAH_DROME
6879,CP21A_ARATH
6880,EVL_HUMAN
6881,E74EA_DROME
6882,CP3AI_RAT
6883,BRX12_ARATH
6884,SEPT2_DROME
6885,SMO_HUMAN
6886,TRBM_HUMAN
6887,VAMP8_MOUSE
6888,ADRO_HUMAN
6889,SMOC2_MOUSE
6890,GFI1_HUMAN
6891,EGL44_CAEEL
6892,LYSD_DICDI
6893,ARHG2_CANLF
6894,GLGB1_ARATH
6895,GAB2_MOUSE
6896,ITB8_HUMAN
6897,PTPRE_MOUSE
6898,PEPA4_HUMAN
6899,NDHJ_ORYNI
6900,GTR2_HUMAN
6901,TPHB_COMSP
6902,PGRP2_MOUSE
6903,MED7_HUMAN
6904,RL13_DANRE
6905,CBPQ_HUMAN
6906,NHX2_ARATH
6907,RL43B_SCHPO
6908,EFNA5_HUMAN
6909,ELC_ARATH
6910,SFRP3_MOUSE
6911,PAN3_HUMAN
6912,NACA_DANRE
6913,NOG1_SCHPO
6914,FUM1_ARATH
6915,TNIP1_HUMAN
6916,COE2_MOUSE
6917,GNA14_BOVIN
6918,TNF11_HUMAN
6919,NCEH1_MOUSE
6920,C84A1_ARATH
6921,SYDM_SCHPO
6922,G3P2_BACSU
6923,CG12_YEAST
6924,NAA35_MOUSE
6925,PTBP1_RAT
6926,Y2706_ARATH
6927,ARTJ_ECOLI
6928,GPHRA_HUMAN
6929,PGAP1_MOUSE
6930,STT3A_ARATH
6931,NAA10_MOUSE
6932,MU113_SCHPO
6933,INSL2_DROME
6934,AMT15_ARATH
6935,VPB21_MYCTU
6936,PR40A_MOUSE
6937,CBX8_MOUSE
6938,RBBP5_HUMAN
6939,DSPP_RAT
6940,F10A1_HUMAN
6941,DPP11_POREA
6942,NAC92_ARATH
6943,ATP8_HUMAN
6944,LUR14_ARATH
6945,TORC_ECOLI
6946,ECM33_CANAL
6947,IL1RA_RAT
6948,EPS1_YEAST
6949,GRK5_RAT
6950,ACHA2_RAT
6951,SFMA_ECOLI
6952,ABCB5_DICDI
6953,F222B_HUMAN
6954,K1C14_HUMAN
6955,MPC3_YEAST
6956,NRAM1_ORYSJ
6957,PSBM_ORYSA
6958,SBE22_YEAST
6959,CADH3_ARATH
6960,ZN480_HUMAN
6961,ISP5_SCHPO
6962,CASPC_MOUSE
6963,RAB13_MOUSE
6964,PSMD4_CAEEL
6965,IFNA6_MOUSE
6966,CBPD_LOPSP
6967,BMP5_HUMAN
6968,EIN3_ARATH
6969,VGLL1_HUMAN
6970,OR7D2_HUMAN
6971,DIEXF_DANRE
6972,TUSC3_HUMAN
6973,GSMT_APHHA
6974,GCSH_DROME
6975,GSTF4_ARATH
6976,TIF5B_ARATH
6977,HP1B3_HUMAN
6978,POMT1_MOUSE
6979,TXN4A_HUMAN
6980,CD97_MOUSE
6981,RA51C_CRIGR
6982,6PGD_ECOLI
6983,AICDA_MOUSE
6984,VA0D2_RAT
6985,KNAT3_ARATH
6986,ILI1_ORYSJ
6987,STRA6_RAT
6988,CKS1_HUMAN
6989,CD20_HUMAN
6990,KAISO_MOUSE
6991,PYRX_YEAST
6992,STRBP_HUMAN
6993,OC90_MOUSE
6994,RFIP5_HUMAN
6995,CO8B_RAT
6996,PECA1_MOUSE
6997,PIP25_MAIZE
6998,AP3S1_MOUSE
6999,GALT3_CAEEL
7000,PD2R2_HUMAN
7001,CHSTD_HUMAN
7002,CNGC6_ARATH
7003,PROF3_MAIZE
7004,PP11_YEAST
7005,LYN_RAT
7006,RM32_BOVIN
7007,DKK2_MOUSE
7008,CP27A_HUMAN
7009,3BP5_MOUSE
7010,OR8D2_HUMAN
7011,SAS4_CAEEL
7012,YIKC_SCHPO
7013,MTP1_ORYSJ
7014,TRAK1_HUMAN
7015,AAAS_ARATH
7016,HDAC1_DROME
7017,CETP_MACFA
7018,E2F4_XENLA
7019,RSPH9_MOUSE
7020,SG1D2_HUMAN
7021,PI5K4_ARATH
7022,RR12_ORYNI
7023,TRPV5_MOUSE
7024,PA2G5_MOUSE
7025,OBP2B_HUMAN
7026,HXK2_MOUSE
7027,ASPG1_SCHPO
7028,AEEP_FRATN
7029,RHBT1_HUMAN
7030,COCH_MOUSE
7031,NADK_HUMAN
7032,ZN438_HUMAN
7033,PPK5_SCHPO
7034,FLIG_SALTY
7035,ELNE_HUMAN
7036,HS90B_CHICK
7037,MSI1H_HUMAN
7038,GCSH_SCHPO
7039,CSK21_YEAST
7040,GHC1_MOUSE
7041,CSDE1_MOUSE
7042,ADA2_CANAL
7043,DHRS4_PIG
7044,CRBN_RAT
7045,ACT_CHLRE
7046,TM109_MOUSE
7047,PPID_SCHPO
7048,DCR1C_MOUSE
7049,PSBZ_ORYNI
7050,WTF23_SCHPO
7051,PDLI7_DANRE
7052,GFPT2_HUMAN
7053,PXA1_YEAST
7054,TFAM_RAT
7055,QWRF4_ARATH
7056,RAB14_DICDI
7057,MERL_HUMAN
7058,TXVE2_PROMU
7059,MK15_RAT
7060,H2B1H_MOUSE
7061,BRD3_HUMAN
7062,GDE1_RAT
7063,ILVC_MYCTU
7064,DAXX_MOUSE
7065,Y678_DROME
7066,COX15_MOUSE
7067,TCPB_HUMAN
7068,EPT1_SCHPO
7069,SO3A1_RAT
7070,FIBB_HUMAN
7071,LACS5_ARATH
7072,TTP_MOUSE
7073,PYGB_RAT
7074,HXC6_HUMAN
7075,ITPA_DROME
7076,PFS2_SCHPO
7077,PER32_ARATH
7078,F209A_HUMAN
7079,FK151_ARATH
7080,PLAC1_HUMAN
7081,ILL4_ARATH
7082,FES_MOUSE
7083,TAF1A_HUMAN
7084,PDZ11_HUMAN
7085,FRIES_KALDA
7086,BFSP1_MOUSE
7087,APXS_ARATH
7088,PMAX_ARATH
7089,NK1R_RAT
7090,IGO1_SCHPO
7091,YHX7_YEAST
7092,ATP6_MYCTU
7093,YPHB_ECOLI
7094,SNX1_MOUSE
7095,PP308_ARATH
7096,RCAN1_RAT
7097,TSN5_HUMAN
7098,APBC_BACSU
7099,PININ_CANLF
7100,ZDHC8_ARATH
7101,ZN263_HUMAN
7102,YBAK_HAEIN
7103,1433Z_MOUSE
7104,STT7_ARATH
7105,KAE1_SCHPO
7106,ZNT1_HUMAN
7107,SGO1_HUMAN
7108,MED19_HUMAN
7109,CAH5A_HUMAN
7110,PDE9A_MOUSE
7111,UCHL5_HUMAN
7112,ETV6_MOUSE
7113,RHOD_HUMAN
7114,COQ3_YEAST
7115,CB4B_ARATH
7116,SRR_SCHPO
7117,FZD7B_XENLA
7118,PSBA2_SYNY3
7119,GRIK3_MACFA
7120,RTNLD_ARATH
7121,SPS2_ARATH
7122,WT1_RAT
7123,SODF_PLAF7
7124,RL191_ARATH
7125,MBD1_MOUSE
7126,SPT25_HUMAN
7127,LANA_RUMGN
7128,HMGN3_MOUSE
7129,HSP7E_YEAST
7130,PELI1_MOUSE
7131,IFT81_MOUSE
7132,OX26_PELES
7133,TOB1_MOUSE
7134,MYOD1_MOUSE
7135,PSBD_SYNY3
7136,IFT74_MOUSE
7137,FFT1_SCHPO
7138,ENPP1_MOUSE
7139,DYN1_HUMAN
7140,CYPH_SOLLC
7141,GTF2I_RAT
7142,BON3_ARATH
7143,NEUCH_CAMJE
7144,CANB1_MOUSE
7145,ILV3_YEAST
7146,PPAC_HUMAN
7147,ACNA_BACSU
7148,UGDH_DROME
7149,GTAC_DICDI
7150,MTMR6_HUMAN
7151,PAX5_HUMAN
7152,CLPP_HUMAN
7153,LEGL_CHICK
7154,HM33_CAEEL
7155,KAT1_RAT
7156,CD320_MOUSE
7157,DLG1_MOUSE
7158,MVD1_RAT
7159,RARB_HUMAN
7160,TNF18_MOUSE
7161,SNAPN_MOUSE
7162,TM203_MOUSE
7163,HSP22_DROME
7164,PBX3_MOUSE
7165,ELK1_RAT
7166,ODPA1_ARATH
7167,TRYB1_HUMAN
7168,CISD1_MOUSE
7169,NTM1A_HUMAN
7170,TFDP1_HUMAN
7171,WASL_HUMAN
7172,ACO11_CHORO
7173,LIPG2_ARATH
7174,DAPA1_ARATH
7175,PSB2_MOUSE
7176,MCM4_ARATH
7177,SWAP1_HUMAN
7178,CH004_HUMAN
7179,ANM3_ARATH
7180,OEP21_PEA
7181,NSI1_YEAST
7182,SPM1_SCHPO
7183,ETKMT_HUMAN
7184,ACM5_RAT
7185,HMOX1_PIG
7186,STX17_HUMAN
7187,K2C8_MOUSE
7188,MDAR2_ARATH
7189,LRGUK_MOUSE
7190,NCF4_HUMAN
7191,FLII_AGRFC
7192,CCA1_YEAST
7193,PP4C_DROME
7194,ATP5H_BOVIN
7195,SPN1_HUMAN
7196,NOP2_HUMAN
7197,CLV3_ARATH
7198,CT111_LACTA
7199,MS84A_DROME
7200,SMTA_CHLAU
7201,CYCL_DROME
7202,GNA13_MOUSE
7203,UBC4_ARATH
7204,ZDH17_ARATH
7205,CTHL1_BOVIN
7206,MG101_YEAST
7207,K1C13_RAT
7208,DMT3A_DANRE
7209,DPO5_SCHPO
7210,STN8_ARATH
7211,FER5_MAIZE
7212,TRFL_BOVIN
7213,RR6_ARATH
7214,LRX4_ARATH
7215,SEM3B_HUMAN
7216,SO1A4_MOUSE
7217,CFI_GOSHI
7218,RIR2_YEAST
7219,EIF3L_MOUSE
7220,SIS1_YEAST
7221,FALX7_LITFA
7222,PURG_HUMAN
7223,ITBP2_MOUSE
7224,CCL26_HUMAN
7225,UBP7_SCHPO
7226,OPSR_CHICK
7227,DFNA5_MOUSE
7228,CWC23_YEAST
7229,YN8B_SCHPO
7230,PEP3_YEAST
7231,RAC2_MOUSE
7232,AMY3D_ORYSJ
7233,PYRF_CANGA
7234,SC22B_MOUSE
7235,HTH_ARATH
7236,CHSB_EMENI
7237,RLA31_ARATH
7238,BDNF_CHICK
7239,BEX1_MOUSE
7240,V1R41_MOUSE
7241,PTH2_HUMAN
7242,CRTSO_ARATH
7243,TGFI1_RAT
7244,COQ7_RAT
7245,PP1A_MOUSE
7246,O2AT4_HUMAN
7247,GTF2I_MOUSE
7248,CAID_ECOLI
7249,MFM3_SCHPO
7250,CSK23_ARATH
7251,DPH5_YEAST
7252,5HT1A_HUMAN
7253,GLCM_MOUSE
7254,ZSC26_HUMAN
7255,RSR1_CANAX
7256,SKIP2_ARATH
7257,BGH9A_BACO1
7258,LIN28_CAEEL
7259,CDC15_SCHPO
7260,HXK3_HUMAN
7261,KV230_HUMAN
7262,PRKN2_RAT
7263,DYR1A_RAT
7264,MMAA1_MYCTU
7265,PI5K6_ARATH
7266,HSSB_DICDI
7267,HMOC_DROME
7268,MTD1_YEAST
7269,AB6I_ARATH
7270,LRP1A_ARATH
7271,BECN1_HUMAN
7272,CCNY_HUMAN
7273,TIMP2_HUMAN
7274,PVH1_YEAST
7275,ILV3_SCHPO
7276,T2R50_HUMAN
7277,SERC3_MOUSE
7278,FUT2_RAT
7279,ACT3_DICDI
7280,SUCB2_HUMAN
7281,TCP13_ARATH
7282,CRTAP_HUMAN
7283,DYL1_HUMAN
7284,DSG1C_MOUSE
7285,ACCO4_ARATH
7286,TBB_SCHPO
7287,PRRA_MYCTU
7288,RMR1_ARATH
7289,SDC2_RAT
7290,DAZP1_HUMAN
7291,PEX7_ARATH
7292,CSPL2_ARATH
7293,RPOL_BPT7
7294,DC1I1_HUMAN
7295,ASZ1_MOUSE
7296,MKL1_HUMAN
7297,RBPS2_HUMAN
7298,PROF2_MAIZE
7299,PRR2_YEAST
7300,LIS1B_DANRE
7301,IGJ_MOUSE
7302,NSA2_HUMAN
7303,EXEC1_ARATH
7304,MEPM_ECOLI
7305,ADT2_RAT
7306,H4_BOVIN
7307,RL152_ARATH
7308,RO52_HUMAN
7309,TPM3_CAEEL
7310,PSBL_SYNY3
7311,CPEB1_RAT
7312,MTF1B_MOUSE
7313,P4K2A_RAT
7314,PAQRA_HUMAN
7315,MLC1_MOUSE
7316,TINAG_HUMAN
7317,PSBT_ORYSA
7318,PBO5_CAEEL
7319,METE1_ARATH
7320,PSBT_ORYSJ
7321,PSBT_ORYSI
7322,KV139_HUMAN
7323,PIM3_MOUSE
7324,TAAR1_MOUSE
7325,UIMC1_MOUSE
7326,FKRP_MOUSE
7327,SO1C1_RAT
7328,SIK1_HUMAN
7329,PA2_APIME
7330,C71B5_ARATH
7331,GBB_ARATH
7332,DSK_DROME
7333,DCDA1_ARATH
7334,TPPP3_HUMAN
7335,PWP2_YEAST
7336,CRS1_ARATH
7337,ATPG_DROME
7338,YN1B_SCHPO
7339,HPC2_YEAST
7340,SRC2_CAEEL
7341,CD81_HUMAN
7342,PRPS1_RAT
7343,FOXM1_RAT
7344,DEFA1_MOUSE
7345,IDGF2_DROME
7346,ADRO_MOUSE
7347,FGF17_HUMAN
7348,GGA2_YEAST
7349,NTNG1_MOUSE
7350,VAX1_MOUSE
7351,MAP1B_ARATH
7352,BAM1_ARATH
7353,MREP_FBNY2
7354,DAPK2_HUMAN
7355,ARHGF_MOUSE
7356,DRE1D_ARATH
7357,AK2_ARATH
7358,NBL1_MOUSE
7359,TGFR1_RAT
7360,ATPE_ORYNI
7361,CABS1_MOUSE
7362,PRMA_ECOLI
7363,HEP2_RAT
7364,SGPL1_HUMAN
7365,MP20_DROME
7366,SUCA_DROME
7367,K1C18_RAT
7368,PRS6B_MOUSE
7369,PERT_RAT
7370,LCE1B_DANRE
7371,UBX5_YEAST
7372,IF5_CAEEL
7373,FZD2_MOUSE
7374,ST1E2_RAT
7375,CPNS1_RAT
7376,BRDT_RAT
7377,5NTD_HUMAN
7378,RL5B_SCHPO
7379,EXFAB_CHICK
7380,STX16_MOUSE
7381,O5AC2_HUMAN
7382,VA0D2_MOUSE
7383,SP1_RAT
7384,CECP2_ASCSU
7385,DNJB6_MOUSE
7386,CADH9_ARATH
7387,KRR1_SCHPO
7388,KCNC1_MOUSE
7389,ITPK1_MAIZE
7390,MK2B_PALPR
7391,RBP1A_XENLA
7392,NDUB7_MOUSE
7393,CD8A_MOUSE
7394,RN169_HUMAN
7395,KPCT_RAT
7396,ABCF2_MOUSE
7397,RRP17_YEAST
7398,CEO2_LACLL
7399,BH082_ARATH
7400,YHBE_ECOLI
7401,ZDH22_HUMAN
7402,GNA13_HUMAN
7403,IAA34_ARATH
7404,H33_MOUSE
7405,SPCS3_CANLF
7406,BL1S4_HUMAN
7407,RING1_HUMAN
7408,ROP1_MOUSE
7409,ERDL8_ARATH
7410,RS7_SCHPO
7411,GPX5_ARATH
7412,DNRD_STRGJ
7413,CLPA_ECOLI
7414,GNK2_GINBI
7415,TAAC_ARATH
7416,CK5P1_RAT
7417,ETFB_MOUSE
7418,PMG1_ARATH
7419,FGF23_RAT
7420,HNRH3_HUMAN
7421,CINV1_ARATH
7422,SKIL_MOUSE
7423,MEXR_PSEAE
7424,3BHS5_MOUSE
7425,FAM3D_HUMAN
7426,MTA2_MOUSE
7427,PFKA6_ARATH
7428,RHG44_HUMAN
7429,ACE2_HUMAN
7430,SIAL_HUMAN
7431,MCA1_CANAL
7432,TMPS2_HUMAN
7433,RGGC_ARATH
7434,CUL1_DICDI
7435,PADI3_HUMAN
7436,PPIB_MOUSE
7437,ARRB1_MOUSE
7438,NOTUM_MOUSE
7439,GLYC_YEAST
7440,CARM1_ANOGA
7441,ASMT_RAT
7442,HSP77_HUMAN
7443,HAR1_CAEEL
7444,NEUR2_RAT
7445,RL101_ARATH
7446,PTN9_HUMAN
7447,HLAG_HUMAN
7448,TXND5_MOUSE
7449,CBL_HUMAN
7450,PRPB_CUPNE
7451,FNTA_HUMAN
7452,ALMT6_ARATH
7453,OXLA_MUSSP
7454,YLX7_SCHPO
7455,WRK39_ARATH
7456,TACC1_MOUSE
7457,IMH1_YEAST
7458,COL15_ARATH
7459,SEM3D_DANRE
7460,BOMB_BOMBO
7461,CGLA_PSEVC
7462,AMPD_YEAST
7463,SYT6_HUMAN
7464,PHS_RAT
7465,HLX_HUMAN
7466,GSTT2_RAT
7467,RS10B_SCHPO
7468,ATP5H_HUMAN
7469,VINEX_HUMAN
7470,DLK2_MOUSE
7471,SLAF1_MOUSE
7472,DKK2_HUMAN
7473,PR19A_ARATH
7474,OXLA_MOUSE
7475,FKBP3_MOUSE
7476,LNT_ECOLI
7477,SSNA1_HUMAN
7478,CBX1_HUMAN
7479,MYL3_HUMAN
7480,NAC45_ARATH
7481,MPCP_MOUSE
7482,ROUGH_DROME
7483,PRP2_MANSE
7484,HGGL1_MAIZE
7485,HXB7_MOUSE
7486,NLTL2_ARATH
7487,HDG7_ARATH
7488,O13C8_HUMAN
7489,LOG2_ARATH
7490,MSH2_RAT
7491,RS3A_CANAL
7492,Y1686_ARATH
7493,CAR2_DICDI
7494,ARGOS_BRARP
7495,PSIP1_CHICK
7496,RGS7_MOUSE
7497,LECT2_ARATH
7498,TOX4_HUMAN
7499,YDEF_SCHPO
7500,HEMH_SCHPO
7501,SOM2_HUMAN
7502,CYGB_MOUSE
7503,TIRAP_MOUSE
7504,RAB3C_RAT
7505,GCNT3_RAT
7506,YCV2_SCHPO
7507,CELF2_HUMAN
7508,DNM1_YEAST
7509,MFAP1_HUMAN
7510,PTCD2_HUMAN
7511,MENB_MYCS2
7512,CLM5_MOUSE
7513,CHIP_HUMAN
7514,VAC8_SCHPO
7515,SYRM_MOUSE
7516,ENV_HV1OY
7517,GRK5_HUMAN
7518,IL8_CHICK
7519,TIM16_MOUSE
7520,RPAB4_SCHPO
7521,DPEP1_HUMAN
7522,PRDX2_MOUSE
7523,NRP1_RAT
7524,DGAT1_HUMAN
7525,ARP6_YEAST
7526,RM12_HUMAN
7527,OPSB_APIME
7528,CWC22_HUMAN
7529,NHLC1_MOUSE
7530,PA2A_TRIGS
7531,P1_ARATH
7532,SO1A4_RAT
7533,G6PIA_ORYSJ
7534,PLD3B_MOUSE
7535,MED31_ARATH
7536,TBCC_BOVIN
7537,CLE1_ARATH
7538,RV167_YEAST
7539,VATL1_YEAST
7540,ACTY_DICDI
7541,PUR2_ARATH
7542,S22A7_HUMAN
7543,BETA_ECOLI
7544,PACN1_MOUSE
7545,CDPK3_ARATH
7546,LYS4_ASPFU
7547,UBPB_DICDI
7548,CAV3_MOUSE
7549,ILV5_ARATH
7550,DUS2_HUMAN
7551,MPC_ARATH
7552,CFLAR_HUMAN
7553,GALT7_MOUSE
7554,SIM1_MOUSE
7555,SIAH2_RAT
7556,SMU1_ARATH
7557,ICE2_MOUSE
7558,ZHD9_ARATH
7559,SPT2_HUMAN
7560,DESVI_STRVZ
7561,R35A2_ARATH
7562,SEM3E_HUMAN
7563,CACB4_HUMAN
7564,TFB1M_MOUSE
7565,PUR1_HUMAN
7566,RAB8B_MOUSE
7567,A16L1_CAEEL
7568,PSA6_MOUSE
7569,GBLP_CANAL
7570,RS21B_YEAST
7571,SIDT2_MOUSE
7572,NCOA5_HUMAN
7573,1B59_HUMAN
7574,YLZ6_SCHPO
7575,VMP1_RAT
7576,CLD16_RAT
7577,MAS_RAT
7578,XXT4_ARATH
7579,MVD1_SCHPO
7580,PRS8_RAT
7581,ABLM1_HUMAN
7582,FCRL2_HUMAN
7583,NPAS3_HUMAN
7584,UBP20_DANRE
7585,RZ22A_ARATH
7586,RNF5_MOUSE
7587,MARE3_MOUSE
7588,EPCR_HUMAN
7589,DAUA_ECOLI
7590,SETD7_MOUSE
7591,SG2A2_RAT
7592,MBR1_YEAST
7593,ACY2_HUMAN
7594,S6A18_HUMAN
7595,SUSD4_DANRE
7596,TSN_MOUSE
7597,SEM3F_MOUSE
7598,Y1733_ARATH
7599,RL61_ARATH
7600,EF1A2_RAT
7601,GSOX2_ARATH
7602,MLC1_HUMAN
7603,SRR_ORYSJ
7604,IPO13_RAT
7605,RL37A_RAT
7606,ROAA_MOUSE
7607,LSM5_ARATH
7608,ADA23_HUMAN
7609,NSY_SOLLC
7610,WFKN2_MOUSE
7611,RB27A_MOUSE
7612,PTGIS_HUMAN
7613,FAD3E_ARATH
7614,THIC_MYCTU
7615,CDK5_CAEEL
7616,NUMB_RAT
7617,Y1421_MYCTU
7618,NUDT8_ARATH
7619,DUS15_HUMAN
7620,PIPE_DROME
7621,TM38A_HUMAN
7622,FOLH1_MOUSE
7623,CG22_YEAST
7624,PCNA_DICDI
7625,CAZA3_HUMAN
7626,PAK5_HUMAN
7627,GYRB_MYCSM
7628,4EBP1_HUMAN
7629,XCL1_HUMAN
7630,SOG2_YEAST
7631,ATP5L_MOUSE
7632,FBL83_ARATH
7633,GGTL1_HUMAN
7634,PP2BA_BOVIN
7635,CFM3A_ARATH
7636,SPA24_HUMAN
7637,1B41_HUMAN
7638,VIRF1_HHV8P
7639,RNT_ECOLI
7640,SENP2_MOUSE
7641,LEO1_HUMAN
7642,HUNK_HUMAN
7643,VATF_ARATH
7644,GCR_HUMAN
7645,TSKS_MOUSE
7646,RFA2A_XENLA
7647,TIM44_HUMAN
7648,TSK_MOUSE
7649,UREG_ARATH
7650,PCDA8_HUMAN
7651,GLP2R_RAT
7652,ECHA8_MYCTU
7653,RIPL2_HUMAN
7654,PRE3_ARATH
7655,TLE2_HUMAN
7656,RZ1C_ARATH
7657,RRF2M_HUMAN
7658,DDX17_MOUSE
7659,GLCNE_MOUSE
7660,EXOL4_ARATH
7661,IL1B_PIG
7662,ZP4_BOVIN
7663,NMT2_MOUSE
7664,TFE2_HUMAN
7665,MO2R2_MOUSE
7666,MKRN2_HUMAN
7667,AKC1H_RAT
7668,SIX6_HUMAN
7669,PGK2_HUMAN
7670,TRPE_SCHPO
7671,RRN3_HUMAN
7672,PP6R2_HUMAN
7673,GPN2_YEAST
7674,RTNLA_ARATH
7675,AIP_RAT
7676,MECP2_HUMAN
7677,REIL2_ARATH
7678,MUTA_MYCTU
7679,TGFA_RAT
7680,CAS1_PANGI
7681,GALK1_HUMAN
7682,LEUNG_ARATH
7683,PR1B4_ARATH
7684,CATA_DICDI
7685,PHOP_ECOLI
7686,MP2K5_HUMAN
7687,CAPG_HUMAN
7688,ACH5_CAEEL
7689,FETUB_HUMAN
7690,NRBP2_HUMAN
7691,MBOA2_ARATH
7692,ERV46_YEAST
7693,RGS8_MOUSE
7694,YG55_SCHPO
7695,YDB2_SCHPO
7696,PARVA_HUMAN
7697,AB26B_ARATH
7698,ZP3R_RAT
7699,DHB2_RAT
7700,HPS4_MOUSE
7701,EMC7_HUMAN
7702,FOSL1_MOUSE
7703,BEE2_ARATH
7704,S38A2_MOUSE
7705,ENDO1_ARATH
7706,PRP2_BOMMO
7707,PSB2_YEAST
7708,DC1I1_BOVIN
7709,MAFG_RAT
7710,FOSB_HUMAN
7711,EXO_ARATH
7712,DUSTY_MOUSE
7713,RL34_HUMAN
7714,PO4F3_DANRE
7715,WRK71_ORYSJ
7716,P2XC_DICDI
7717,AQP5_RAT
7718,AHL19_ARATH
7719,GMFG_HUMAN
7720,RL30_MYCTU
7721,ACTN_DROME
7722,ACOX1_RAT
7723,CAPZB_HUMAN
7724,PROSC_HUMAN
7725,EFM_ARATH
7726,LGI1_HUMAN
7727,UVRB_ECOLI
7728,MFN1_MOUSE
7729,GLYA1_MYCTU
7730,WBJC_PSEA1
7731,TR19L_HUMAN
7732,IDHC_HUMAN
7733,ROA2_RAT
7734,HSP74_RAT
7735,FNRL2_ARATH
7736,PAB2A_XENLA
7737,BET11_ARATH
7738,CTNS_HUMAN
7739,CD9_HUMAN
7740,AP2A_RAT
7741,C560_PIG
7742,THIO1_CAEEL
7743,EMAL4_MOUSE
7744,FGD4_HUMAN
7745,SGMR1_RAT
7746,SPT4H_DROME
7747,CTX18_LACTA
7748,MYEF2_MOUSE
7749,EMR1_CAEEL
7750,PIR1_YEAST
7751,DAK2_SCHPO
7752,ERD22_HUMAN
7753,MED18_DROME
7754,WBP11_HUMAN
7755,MYB44_ARATH
7756,FGF3_MOUSE
7757,T2R40_HUMAN
7758,CKL1_ARATH
7759,CHK1_MOUSE
7760,F107A_HUMAN
7761,RS3A_DROME
7762,GLMM_ECOLI
7763,TYB4_PIG
7764,SNRPA_HUMAN
7765,IDL2_ARATH
7766,BACH_HUMAN
7767,SOX1_XENLA
7768,ACH1_DROME
7769,NOGG_CHICK
7770,MLTK_MOUSE
7771,PSBK_ORYNI
7772,TLP13_PHONI
7773,GPX5_MOUSE
7774,FADD_MOUSE
7775,ISU1_YEAST
7776,GCH1_ARATH
7777,LPXN_MOUSE
7778,DS13A_HUMAN
7779,LY6I_MOUSE
7780,FZR_MOUSE
7781,AB27B_ARATH
7782,RND3_HUMAN
7783,ANXA5_HUMAN
7784,ALDOC_CHICK
7785,PP2A_CAEEL
7786,CBPA_DICDI
7787,KCY1_CAEEL
7788,VSP1_ARATH
7789,CWP2_YEAST
7790,CSK23_HUMAN
7791,FCRL6_HUMAN
7792,TAB1_MOUSE
7793,HNRPK_MOUSE
7794,BVMO1_STRCO
7795,RIPK3_HUMAN
7796,SUC9_ARATH
7797,ENV_HV1RH
7798,ARL8_DROME
7799,VIP2_ARATH
7800,GSTUQ_ARATH
7801,MDPB_EMENI
7802,MCPT1_MOUSE
7803,FUT4_MOUSE
7804,TBR_ARATH
